target_files,Pub Year,Categ,BT_easiness,Google WC,num_syl_tok_cw,num_let_tok_cw,num_phone_tok_cw,discrepancy_raw_tok_cw,discrepancy_ratio_tok_cw,avg_syl_length_tok_cw,num_cons_char_tok_cw,num_vowel_char_tok_cw,num_cons_phone_tok_cw,num_vowel_phone_tok_cw,avg_phone_per_char_cons_tok_cw,avg_phone_per_char_vowel_tok_cw,avg_phone_per_char_all_tok_cw,number_phone_vowel_tok_cw,number_phone_all_tok_cw,reverse_prior_prob_cons_tok_cw,max_prob_cons_tok_cw,min_prob_cons_tok_cw,mid_prob_cons_tok_cw,number_phone_cons_tok_cw,reverse_prior_prob_vowel_tok_cw,max_prob_vowel_tok_cw,min_prob_vowel_tok_cw,mid_prob_vowel_tok_cw,reverse_prior_prob_all_tok_cw,max_prob_all_tok_cw,mid_prob_all_tok_cw,min_prob_all_tok_cw,Conditional_Probability_Average_tok_cw,weight_max_prob_cons_tok_cw,weight_min_prob_cons_tok_cw,weight_mid_prob_cons_tok_cw,weight_max_prob_vowel_tok_cw,weight_min_prob_vowel_tok_cw,weight_mid_prob_vowel_tok_cw,weight_max_prob_all_tok_cw,weight_mid_prob_all_tok_cw,weight_min_prob_all_tok_cw,Ortho_N_tok_cw,Phono_N_tok_cw,Phono_N_H_tok_cw,OG_N_tok_cw,OG_N_H_tok_cw,Freq_N_tok_cw,Freq_N_P_tok_cw,Freq_N_PH_tok_cw,Freq_N_OG_tok_cw,Freq_N_OGH_tok_cw,OLD_tok_cw,OLDF_tok_cw,PLD_tok_cw,PLDF_tok_cw,subtlexus_log_freq_tok_cw,subtlexus_log_cd_tok_cw,coca_maga_cd_tok_cw,coca_mag_log_freq_tok_cw,num_rhymes_full_elp_tok_cw,num_rhymes_1000_coca_tok_cw,num_rhymes_2500_coca_tok_cw,num_rhymes_5000_coca_tok_cw,num_rhymes_10000_coca_tok_cw
411,1869,Lit,-1.238432225,191,1.556962025,5.746835443,4.620253165,-1.126582278,0.801299158,4.018987342,3.569620253,2.17721519,3.063291139,1.556962025,1.186708861,1.512658228,1.276959011,6.369198312,4.090009042,0.037307053,0.951929144,0.518226281,0.733032972,1.810819771,0.038402046,0.584845992,0.090544304,0.337695148,0.03785455,0.768387568,0.53536406,0.304385292,0.737635059,0.525689613,0.286183247,0.40480725,0.091824114,0.014215966,0.05302004,0.187869406,0.130895569,0.074421667,5.461538462,13.87179487,15.20512821,3.269230769,7.620185185,6.98147541,6.876086957,6.877246377,7.632592593,7.620185185,1.919871795,7.614615385,1.661538462,7.831153846,3.125096203,2.8695,0.117474436,3.666693817,24.93589744,1.102564103,3.243589744,5.358974359,9.08974359
412,1908,Lit,-3.081337118,186,2.269230769,7.333333333,6.179487179,-1.153846154,0.841568047,3.466239316,4.397435897,2.935897436,3.91025641,2.269230769,1.165491453,1.363247863,1.211182799,6.97991453,4.372245116,0.038817292,0.960547955,0.515463599,0.735221574,1.764575702,0.049111816,0.553404701,0.062122714,0.307763707,0.043964554,0.756976328,0.52149264,0.288793156,0.693949772,0.544350664,0.292117589,0.416656295,0.079285312,0.008900211,0.044092762,0.17313218,0.119273423,0.066051456,2.868421053,6.118421053,6.934210526,1.657894737,7.282121212,6.391590909,6.7278,6.770943396,7.323870968,7.282121212,2.50625,7.110138889,2.35,7.304305556,2.712847368,2.505588158,0.079162413,3.343841843,18.90789474,0.736842105,1.75,2.828947368,5.947368421
413,1910,Info,-2.145248365,158,1.803571429,5.946428571,4.946428571,-1,0.825774374,3.577380952,3.660714286,2.285714286,3.142857143,1.803571429,1.211309524,1.348214286,1.24077381,7.02827381,4.393558673,0.036168886,0.948059949,0.557128912,0.752964201,1.758843537,0.047870089,0.537119048,0.038636458,0.287877753,0.042019488,0.742589498,0.520420977,0.297882685,0.706073364,0.539024608,0.316758654,0.428101866,0.076422613,0.00549729,0.040959951,0.169017772,0.118450899,0.067799865,5.264150943,13.39622642,14.01886792,3.358490566,7.887741935,7.834324324,7.295714286,7.285,7.888709677,7.887741935,2.102941176,7.548823529,1.957843137,7.81254902,3.268555556,2.926938889,0.179664649,3.784205414,21.78431373,0.470588235,1.549019608,4.333333333,7.529411765
414,1915,Lit,-1.400318025,189,1.833333333,6.119047619,5.023809524,-1.095238095,0.815158387,3.666666667,3.761904762,2.357142857,3.19047619,1.833333333,1.229761905,1.39484127,1.27425359,7.261904762,4.487818878,0.038378523,0.956639484,0.583443098,0.768281555,1.713732993,0.048343571,0.524103175,0.047277004,0.285690089,0.043361047,0.740371329,0.526985822,0.315360051,0.670239187,0.558219681,0.340451576,0.448308784,0.072171585,0.006510276,0.03934093,0.164973532,0.117425822,0.070270227,4.892857143,10.8452381,11.76190476,2.5,6.788823529,6.2453125,6.872769231,6.790909091,6.782156863,6.788823529,2.106024096,7.457349398,1.943975904,7.629036145,2.962825,2.734258333,0.100242311,3.55770398,25.23809524,0.821428571,2.416666667,4.380952381,7.69047619
415,1917,Lit,-0.495298635,198,1.8,6.28,5.026666667,-1.253333333,0.791810967,3.925111111,3.853333333,2.426666667,3.226666667,1.8,1.223777778,1.440888889,1.30473545,6.816222222,4.26768254,0.037667394,0.964449238,0.568067048,0.764170476,1.719142857,0.043431827,0.571694222,0.070135644,0.320914933,0.04054961,0.76807173,0.542542705,0.319101346,0.716358074,0.561005872,0.330436209,0.444506676,0.083872592,0.010289518,0.047081055,0.179973961,0.127128178,0.074771575,5.613333333,12.96,13.88,3.573333333,7.030666667,6.96,6.833174603,6.71640625,7.042666667,7.030666667,2.04,7.423466667,1.892666667,7.836666667,3.290978667,3.013621333,0.139660639,3.812070182,29.21333333,1.066666667,2.653333333,4.346666667,9.786666667
418,1916,Lit,0.245805709,181,1.485714286,5.514285714,4.357142857,-1.157142857,0.791870748,4.058333333,3.371428571,2.142857143,2.871428571,1.485714286,1.181190476,1.54047619,1.278044218,6.748333333,4.237193878,0.040080271,0.958606497,0.542468265,0.748094507,1.726054422,0.039479571,0.58716119,0.059009095,0.323085143,0.039779921,0.772883844,0.535589825,0.30073868,0.750858948,0.555374433,0.314282249,0.433413047,0.087008327,0.008744247,0.047876287,0.182404645,0.12640201,0.070975907,8.47826087,17.60869565,19.50724638,5.304347826,7.473333333,7.001269841,7.01852459,7.027460317,7.457115385,7.473333333,1.753676471,7.680147059,1.525735294,8.045588235,3.503004348,3.107763768,0.142099596,3.822197335,24.89855072,1.028985507,2.695652174,5.507246377,8.956521739
420,1899,Lit,-0.188185864,171,1.553846154,5.738461538,4.430769231,-1.307692308,0.776127078,3.976923077,3.738461538,2,2.876923077,1.553846154,1.312051282,1.374358974,1.336941392,6.453846154,4.114871795,0.034616215,0.95562359,0.602453974,0.777794936,1.775897436,0.039389692,0.557579487,0.023887949,0.290733718,0.037002954,0.756601538,0.534264327,0.313170962,0.748478388,0.538107421,0.339239171,0.437972892,0.086394915,0.003701351,0.045048133,0.183870015,0.129837417,0.076107101,7.076923077,16.04615385,17.36923077,3.846153846,7.071627907,6.577692308,6.697213115,6.712786885,7.071666667,7.071627907,1.886153846,7.640769231,1.644615385,7.907076923,3.590503077,3.152243077,0.190242259,3.853432577,21.78461538,0.969230769,2.6,4.076923077,6.661538462
421,1901,Lit,-1.28603909,177,1.783333333,5.983333333,4.966666667,-1.016666667,0.834490741,3.706944444,3.55,2.433333333,3.183333333,1.783333333,1.1525,1.493055556,1.255734127,6.443055556,4.203611111,0.036980167,0.941883333,0.486703333,0.711600833,1.964166667,0.040204361,0.580780556,0.060636806,0.320708681,0.038592264,0.761331944,0.516154757,0.273670069,0.697995767,0.479533305,0.24779126,0.362291472,0.090140548,0.009411188,0.049775868,0.181113791,0.122788418,0.065103565,5.448275862,11.89655172,12.56896552,2.724137931,6.546363636,6.725952381,6.585625,6.6475,6.547575758,6.546363636,1.982727273,7.486,1.824545455,7.795272727,3.327305263,3.000522807,0.110944647,3.590032022,17.96551724,0.465517241,1.224137931,2.948275862,5.034482759
422,1902,Lit,-0.617733261,177,1.515625,5.65625,4.5,-1.15625,0.795659722,3.989583333,3.609375,2.046875,2.984375,1.515625,1.27265625,1.442708333,1.306733631,6.39453125,4.165625,0.036242819,0.950222266,0.469236589,0.706970443,1.93671875,0.037532552,0.562904948,0.056834896,0.309869922,0.036887686,0.756563607,0.508420182,0.263035742,0.732990885,0.490635135,0.242284322,0.365035162,0.088029118,0.008888047,0.048458583,0.181620671,0.122051357,0.063144364,5.515625,14.40625,15.046875,3.4375,7.43125,6.885636364,6.785762712,6.790508475,7.422708333,7.43125,1.842622951,7.617377049,1.666393443,7.976393443,3.33002381,2.997961905,0.142323548,3.766820463,21.59375,0.734375,2.453125,4.078125,8.390625
425,1906,Lit,-1.126247781,180,1.696428571,6,4.946428571,-1.053571429,0.82647199,3.827380952,3.785714286,2.214285714,3.25,1.696428571,1.195238095,1.369047619,1.246577381,6.324404762,4.13764881,0.037869145,0.944771896,0.43686267,0.689016241,1.950892857,0.045303899,0.61206994,0.06377247,0.337921205,0.041586522,0.778420918,0.513468723,0.25031757,0.681491875,0.48427667,0.223929607,0.35317995,0.096779059,0.010083553,0.053431306,0.18813122,0.124096739,0.060497539,5.839285714,12.96428571,14.17857143,3.660714286,7.194210526,7.089512195,6.769565217,6.787708333,7.267297297,7.194210526,1.993396226,7.741698113,1.800943396,7.922830189,3.41612,3.072854545,0.153712143,3.716712504,26.05357143,0.875,2.589285714,5.142857143,8.928571429
426,1906,Lit,-1.009999064,176,1.725806452,5.677419355,4.693548387,-0.983870968,0.828723875,3.528225806,3.483870968,2.193548387,2.967741935,1.725806452,1.204301075,1.342741935,1.232987711,6.731989247,4.280645161,0.038156327,0.954681586,0.516038306,0.734874194,1.829301075,0.047848565,0.567330914,0.064923978,0.316127446,0.043002446,0.76100625,0.52550082,0.290481142,0.684689791,0.521883248,0.282095885,0.401724026,0.084273889,0.0096441,0.046958995,0.177778401,0.12276206,0.067859197,5.983606557,11.83606557,12.52459016,3.114754098,6.740526316,6.825625,6.482641509,6.497735849,6.743684211,6.740526316,1.849152542,7.555084746,1.768644068,7.797288136,3.29325,2.954063333,0.120164446,3.644536736,19.44262295,0.557377049,1.278688525,2.983606557,5.573770492
428,1910,Lit,0.281178362,155,1.472727273,5.145454545,4.2,-0.945454545,0.82541847,3.813636364,3.254545455,1.890909091,2.727272727,1.472727273,1.232121212,1.378787879,1.249155844,6.554545455,4.120909091,0.035971539,0.966461385,0.58866684,0.774849567,1.687272727,0.041861333,0.58040303,0.035299394,0.307851212,0.038916436,0.773432208,0.54135039,0.311983117,0.754845411,0.572795002,0.348886597,0.459231963,0.088549699,0.005385483,0.046967591,0.187684851,0.131366739,0.075707352,9.111111111,17.77777778,19.5,5.87037037,7.103488372,7.36,6.793269231,6.720192308,7.100697674,7.103488372,1.696226415,7.737924528,1.501886792,8.037358491,3.768148148,3.336198148,0.181267922,3.922545121,25.85185185,1.111111111,2.555555556,4.351851852,8.537037037
429,1918,Lit,-0.267515717,165,1.8625,6.25,5.1875,-1.0625,0.841948503,3.640625,3.8,2.45,3.325,1.8625,1.138720238,1.448958333,1.221840278,7.095,4.465625,0.036815648,0.95399375,0.526420833,0.737016146,1.83625,0.042864542,0.522864375,0.034450083,0.278657229,0.039840095,0.738429063,0.507836688,0.280435458,0.68979793,0.519533696,0.28668255,0.401370263,0.073694767,0.004855544,0.039275156,0.165358502,0.113721302,0.062798703,5.607594937,12.88607595,14.17721519,3.291139241,7.505555556,7.235423729,6.808,6.861904762,7.522619048,7.505555556,2.155194805,7.398831169,2.05,7.638571429,3.0210125,2.75372625,0.106897581,3.619601965,32.63291139,0.873417722,2.227848101,4.481012658,8.240506329
431,1911,Lit,-1.020526423,147,2.196428571,7,5.660714286,-1.339285714,0.806005849,3.443154762,4.25,2.75,3.464285714,2.196428571,1.274107143,1.296130952,1.261614229,6.835119048,4.329017857,0.039406407,0.95209256,0.525622619,0.738666369,1.822916667,0.046837708,0.581395833,0.029580744,0.305488289,0.043122057,0.766744196,0.522077329,0.277601682,0.650641983,0.522290776,0.288341551,0.405211265,0.085060089,0.004327758,0.044693924,0.177117356,0.120599486,0.064125788,2.518518519,7.166666667,8.277777778,1.222222222,7.364166667,7.089354839,6.782894737,6.71974359,7.364166667,7.364166667,2.425,7.155555556,2.262037037,7.377962963,3.088685714,2.833135714,0.089733838,3.575833381,20.48148148,0.796296296,2.851851852,4.925925926,8.166666667
432,2002,Lit,-0.869773875,154,1.773333333,6.053333333,4.84,-1.213333333,0.803697192,3.653333333,3.746666667,2.306666667,3.066666667,1.773333333,1.241333333,1.388888889,1.274095238,7.015555556,4.375111111,0.037153504,0.957936222,0.547365556,0.751796222,1.734666667,0.048360844,0.558627778,0.037936444,0.298282111,0.042757174,0.758282,0.525039167,0.292651,0.708282605,0.55223072,0.315545094,0.433395209,0.079627019,0.005407475,0.042517247,0.173317198,0.120005905,0.066889958,6.027027027,13.41891892,14.31081081,3.513513514,6.963695652,6.720163934,6.931639344,6.932131148,6.949130435,6.963695652,2.006756757,7.530945946,1.85,7.73,3.406145946,3.044386486,0.130408161,3.673532114,21.08108108,0.567567568,1.459459459,3.486486486,6.621621622
433,1911,Lit,0.278203141,182,1.6875,5.96875,5.109375,-0.859375,0.85641121,3.7828125,3.75,2.21875,3.421875,1.6875,1.121354167,1.3828125,1.190736607,6.3828125,4.054296875,0.040022536,0.95692513,0.560660286,0.755376888,1.72578125,0.045493151,0.612833333,0.159959375,0.386396354,0.042757844,0.784879232,0.570886621,0.360309831,0.728504102,0.554488079,0.324873321,0.437701411,0.096013056,0.025060955,0.060537005,0.193591948,0.140810266,0.088871102,5.015873016,9.031746032,9.523809524,3.079365079,7.0825,6.594509804,6.8502,6.8324,7.06,7.0825,2.044354839,7.571774194,1.977419355,7.762419355,3.18614375,2.876721875,0.085353596,3.529597786,16.52380952,0.555555556,1.523809524,2.825396825,5.063492063
434,1863,Lit,-1.566220068,196,1.463414634,5.304878049,4.317073171,-0.987804878,0.828276229,3.956300813,3.390243902,1.914634146,2.853658537,1.463414634,1.197154472,1.365853659,1.240432636,6.717479675,4.277845528,0.036594411,0.962203658,0.509253862,0.731720833,1.838211382,0.044185163,0.581434959,0.066942073,0.324188516,0.040389787,0.771819309,0.527954675,0.288097967,0.718530996,0.523445599,0.277037705,0.398061311,0.086555522,0.009965356,0.048260439,0.180422436,0.123416021,0.06734651,6.963414634,16.30487805,17.40243902,4.048780488,7.655818182,7.121692308,6.906619718,6.888732394,7.656545455,7.655818182,1.80308642,7.745925926,1.590740741,7.957777778,3.053192683,2.798856098,0.098185884,3.529529692,25.47560976,0.731707317,2.609756098,4.975609756,8.817073171
435,1868,Lit,-2.386484836,161,2.196721311,7.098360656,6.081967213,-1.016393443,0.852275684,3.562295082,4.393442623,2.704918033,3.885245902,2.196721311,1.19765808,1.297814208,1.212952121,6.851639344,4.388661202,0.039602257,0.951807377,0.459360109,0.70344276,1.92568306,0.048786421,0.524283333,0.036296694,0.280290014,0.044194339,0.738045355,0.491866387,0.247828402,0.646655087,0.494270006,0.238543984,0.36529519,0.0765194,0.00529752,0.04090846,0.168170957,0.112076637,0.05647016,3.032786885,6.06557377,6.754098361,1.803278689,6.315769231,6.453428571,6.127555556,6.223829787,6.315769231,6.315769231,2.292372881,7.191694915,2.198305085,7.371694915,2.821018033,2.60694918,0.091417525,3.483520466,14.98360656,0.524590164,1.016393443,2.016393443,3.68852459
436,1887,Lit,-1.483887001,169,2.030769231,6.415384615,5.446153846,-0.969230769,0.845494506,3.392307692,3.923076923,2.492307692,3.415384615,2.030769231,1.183076923,1.303846154,1.2202442,6.191794872,4.050824176,0.041435604,0.950853663,0.457608571,0.700558993,1.90985348,0.041818692,0.627850256,0.096155231,0.362002744,0.041627148,0.78935196,0.531280868,0.276881901,0.705662446,0.497867335,0.23960402,0.366812952,0.101400364,0.01552946,0.058464912,0.194862064,0.131153771,0.068351992,5.328125,13.015625,14.265625,3.5625,7.757777778,7.268571429,6.753,6.715490196,7.875882353,7.757777778,2.241129032,7.451774194,2.127419355,7.700322581,2.951322222,2.66897619,0.115903143,3.562068091,29.328125,1.140625,2.796875,5.203125,9.515625
437,1891,Lit,0.633138503,155,1.844827586,6.189655172,5.086206897,-1.103448276,0.850519356,3.769827586,3.75862069,2.431034483,3.24137931,1.844827586,1.245238095,1.431034483,1.275684804,6.425287356,4.115609606,0.038818908,0.955720566,0.514544232,0.732156312,1.805931856,0.041222414,0.571839368,0.052789282,0.312314325,0.040020661,0.763779967,0.522235318,0.283666757,0.738362972,0.529211866,0.284918963,0.405417463,0.088998256,0.008215863,0.048607059,0.185581248,0.126891364,0.068924603,5.185185185,13.92592593,14.77777778,3.425925926,7.38,7.445833333,7.113333333,7.093111111,7.371875,7.38,2.078301887,7.436603774,1.859433962,7.759622642,3.622648148,3.238727778,0.159425555,3.792453322,48.24074074,1.592592593,3.648148148,8.87037037,16.44444444
438,1903,Lit,-0.596383149,147,1.649122807,5.947368421,4.578947368,-1.368421053,0.761208577,4.014619883,3.684210526,2.263157895,2.929824561,1.649122807,1.350877193,1.49122807,1.353557505,6.396491228,4.066959064,0.039240906,0.96087807,0.570791813,0.762897222,1.737426901,0.037656374,0.603881579,0.115899035,0.359890307,0.03844864,0.782379825,0.561393765,0.343345424,0.749390191,0.553046617,0.328527095,0.439096011,0.094408256,0.018119158,0.056263707,0.19237465,0.138037722,0.084423133,5.368421053,15,16.15789474,3.526315789,6.838780488,6.89326087,7.166603774,7.144339623,6.831794872,6.838780488,1.89122807,7.582982456,1.668421053,8.058596491,3.339161404,3.066433333,0.122413255,3.810906103,36.77192982,1.964912281,4.719298246,8.456140351,15.21052632
439,1903,Lit,-1.394485086,140,1.929824561,6.543859649,5.245614035,-1.298245614,0.80368978,3.64619883,4.01754386,2.526315789,3.315789474,1.929824561,1.195906433,1.400584795,1.278849903,6.668128655,4.23494152,0.041347193,0.95995848,0.531467544,0.742926754,1.801754386,0.044577193,0.574959064,0.050727485,0.312843275,0.042962193,0.767458772,0.527885015,0.291097515,0.708346243,0.532790977,0.294972249,0.4123352,0.086224951,0.007607455,0.046916203,0.18122063,0.124649895,0.06873708,3.178571429,7.053571429,7.803571429,1.839285714,7.176923077,7.036486486,6.280681818,6.333409091,7.186538462,7.176923077,2.149107143,7.213035714,1.996428571,7.36,2.803552632,2.612259649,0.068075532,3.37927026,13.125,0.339285714,1.232142857,2.053571429,4.214285714
